Machine_ID,RPM,Temperature_C,Vibration_mm_s,Oil_Quality_Index,Pressure_bar,Shaft_Misalignment_deg,Noise_dB,Load_%,Ambient_Temp_C,Humidity_%,Power_kW,Maintenance_Score,Operating_Hours,Fault
M5,1443,85.70150238,2.038740259,80.42686372,4.951034969,0.534293864,58.51066598,92.09855666,25.50815027,53.01102063,51.20704558,9,3808,0
M2,1859,74.73478741,2.12887627,48.8328227,5.711410579,0.730529621,63.84515828,73.26994513,30.83608867,20.01655033,51.62625838,3,6476,0
M5,1628,66.18125349,1.379119712,75.19553293,8.112910201,0.256519241,57.36305469,61.64875496,32.94223588,32.94683276,55.89631579,2,8030,0
M1,1385,73.36933036,2.167088209,104.6506723,5.808036189,0.593590084,59.97446684,86.52913051,21.5750641,44.95765573,53.95570002,7,737,0
M4,1614,67.55097355,1.922370476,85.40971837,4.151934402,0.265943859,61.99381882,90.77777585,29.00590882,46.44388454,48.57602222,3,5966,0
M5,1779,68.24821725,1.046096221,67.04759593,4.576240318,0.277183728,63.92592541,69.66974736,28.82701078,33.2150527,44.10910156,1,6893,0
M1,1684,73.55481329,1.569807495,79.53194767,4.546585892,0.373813833,51.11159519,64.9634974,30.36706351,36.94500537,52.16425201,10,3108,0
M2,1511,67.07580079,1.793197233,80.27025308,3.204356827,0.311587963,63.57372825,68.27625043,27.49344956,34.02618939,55.55376586,3,7316,0
M2,1370,71.9203847,2.943843829,87.08945519,4.669909808,0.390400836,58.83137971,77.14731728,15.28751155,41.10418047,53.77592487,6,7472,0
M1,1639,56.06385333,2.278276562,59.49712455,5.732829082,0.457169938,63.53728855,82.77856655,24.22288784,51.97178531,55.42238762,3,5700,0
M2,1578,77.13293707,1.332259215,88.88850911,3.725767881,0.667430897,63.88465846,75.70487331,19.22146213,32.28957843,48.94055234,5,1499,0
M1,1679,75.01205475,2.243018145,39.43412553,6.048482651,0.435768192,68.03957531,71.01723208,23.98697114,50.00820498,47.66690516,9,8103,0
M5,1627,66.82911369,1.226348006,70.55173171,5.487774821,0.182874859,66.76726824,84.9801177,29.90002118,32.18327928,46.31549324,7,1605,0
M5,1709,81.59245668,2.541345527,72.67589236,4.265766678,0.728013569,66.73285831,66.87163527,26.52575418,31.52372788,49.72051767,2,5942,0
M1,1392,84.37570138,1.764437674,89.49990239,4.858470363,0.332581973,67.2183516,80.30919338,30.74045433,48.18594618,49.60704602,1,8541,0
M5,1763,58.92440136,1.953181906,80.33946279,6.598321808,0.488255915,61.45689492,67.11937202,26.7087696,49.21936378,51.03338814,7,5420,0
M5,1539,67.37275221,2.662898324,58.91655419,5.733547814,0.589307301,60.16092544,74.31022958,18.5083703,48.51409937,49.35351271,4,8827,1
M5,1915,67.3085765,1.356418216,65.22510311,5.008783655,0.539922084,64.36408542,68.86437435,12.39576497,26.84202592,49.33186135,7,6543,0
M3,1362,65.60096899,1.301440907,82.98020014,4.762316683,0.71883591,63.66040476,69.44147817,25.74404381,35.34049022,46.11652974,6,3649,0
M4,1847,83.29474842,1.708200337,78.81398987,5.07660907,0.595800629,58.45466882,66.22613483,23.93036767,48.22988592,54.70809507,7,7052,0
M2,1539,73.06173861,2.519189426,71.31313836,4.488236442,0.327738084,62.02411704,83.44854031,20.1152713,40.41541841,50.38259031,4,8749,0
M3,1369,72.35485159,1.240326962,72.78749316,2.895250494,0.935712435,59.82451767,62.67073962,16.49686375,29.26307154,49.12778033,3,2838,0
M5,1403,54.96137636,0.583922201,90.44251996,7.042177911,0.538866693,55.73033546,62.59767747,21.32628393,44.58317939,46.26285373,5,3469,0
M1,1435,81.3541803,1.774420571,72.23461141,5.155324999,0.470531955,66.45230371,91.20993566,24.02754258,32.85192741,43.34043445,3,4235,0
M5,1584,62.60741605,2.2758704,78.67863134,5.398147265,0.692785085,60.27599621,79.77847565,28.32938912,57.94524848,56.53982096,3,8083,0
M4,1604,75.5993263,2.600130875,112.5490488,4.94209225,0.549890189,70.24354129,46.14886301,25.94315541,55.44841462,52.77319354,4,3511,0
M5,1385,77.77376938,1.768419319,58.64476045,4.264883199,0.579845639,51.87253865,64.34741261,33.04033624,46.04097426,41.88041079,8,5735,0
M1,1495,88.60658596,1.794286696,52.22235903,4.814075519,0.9984368,57.21610614,51.88010662,19.82197972,53.61006705,53.8157115,2,4169,1
M4,1928,61.91179601,2.576950367,91.75384497,3.400605238,0.444975714,60.16319418,60.49309307,29.40529446,40.6479135,54.61240585,4,6351,0
M5,1845,44.80487844,1.06512915,69.82035408,7.277086498,0.436447821,65.68690549,38.61485334,25.23649372,47.65437494,50.62188061,3,3285,0
M4,1587,76.83849545,1.805739612,75.22643708,3.765488002,0.523315702,61.99734686,68.63010422,28.47334562,54.77720295,57.99055448,7,3338,0
M2,1507,93.00511182,2.095211945,68.28265433,3.968033716,0.714303187,61.55236377,58.58058181,22.81742568,42.45498682,51.08359821,2,8552,0
M2,1524,87.38946353,2.224609361,76.10299789,4.559740796,0.198693194,54.36368104,70.59905257,30.35840187,37.44812828,42.91588236,1,5837,1
M5,1622,77.09659415,1.745096653,103.9780717,6.288075725,0.106888822,54.21529301,53.74878741,26.47612379,22.95378042,51.82584501,10,9539,0
M4,1295,70.08363814,2.017220506,92.03192688,5.014508999,0.382576946,61.6125233,70.82911853,21.60277508,39.16866474,51.22448651,1,2673,0
M1,1448,83.07122597,0.755836323,92.93335268,3.763864204,0.173215408,53.17947003,65.85083722,24.93987986,48.23423185,46.98351576,6,6953,0
M5,1166,65.264538,1.670875794,58.75659416,6.254338361,0.41503373,57.34061125,85.01952965,23.80222071,49.45633428,52.86779418,3,225,0
M2,1579,79.76357769,2.226754356,62.73269395,5.731000627,0.600499939,62.50458665,84.11356862,27.44589175,45.04365066,41.66167367,7,9521,0
M2,1629,80.05470159,1.508852983,37.41382011,5.538434957,0.321850227,55.08837864,77.85345603,19.10111625,34.58700905,54.95283414,8,1406,0
M5,1403,85.60209907,2.029492111,67.85928768,5.715734241,0.214634685,68.02677981,66.73386219,24.85324149,20.23178431,45.60939148,5,2201,0
M4,1814,102.5966004,2.22343625,94.3505478,7.394361901,0.513867432,66.11968172,89.85380395,26.97653626,35.04784902,45.07526937,5,235,0
M2,1254,78.92415967,1.8287254,87.75419774,7.185094895,0.672508697,52.14290001,54.46964722,25.16511654,36.95655129,49.43087614,2,7411,0
M4,1207,69.91036374,2.085231885,76.67730106,4.313284657,0.161005312,55.33814378,55.9644137,31.73470622,36.87071033,52.16486464,8,1559,0
M2,1544,74.74425688,1.518633717,79.66549574,6.623884993,0.66404648,48.57111378,69.162169,28.87011387,46.18556357,50.81962032,10,4331,0
M2,1709,57.30924095,1.89669436,69.66671686,5.38316819,0.663461241,56.08704319,92.54038109,24.96259602,59.85676411,46.28670417,1,7756,0
M3,1836,68.05286869,2.305108085,83.07138324,5.499095816,0.69081702,63.83194238,67.97661093,26.08344549,41.23529202,47.46955354,10,912,0
M2,1408,70.90717562,2.07848648,91.48817419,3.307729168,0.743696043,57.93052529,68.16754757,26.47832776,37.83268211,44.33478826,9,8000,0
M1,1715,69.75911602,1.706734365,55.76169819,4.829614235,0.940402785,62.30398622,55.58089644,27.01649802,37.40778187,48.87660049,1,9143,0
M5,1492,76.52354872,2.112108202,84.49471532,4.18717641,0.42878159,52.38832841,79.45929585,15.87171002,41.24384767,55.37510607,1,7668,0
M5,1465,66.77580068,2.357304895,93.98652306,5.828058815,0.521914316,63.98987627,79.53176254,23.49236852,31.7170624,49.97868531,1,970,0
M4,1676,86.21030667,0.975029361,73.77349567,6.0710805,0.416712313,57.22445386,77.89075201,17.57780466,41.20198559,54.29707127,7,8926,0
M2,1630,75.00207065,2.579537032,90.51050918,2.925513649,0.500395369,60.06084841,63.70779327,31.39140474,44.50812336,57.27700669,4,768,0
M1,1184,74.90699679,1.831872631,122.2198167,4.977965136,0.806574671,59.53562749,62.93293232,24.6957524,42.09686064,47.0599074,7,1393,0
M4,1795,71.72105283,2.212744967,78.43485811,6.121861505,0.230997103,53.6422574,57.0687775,24.03329525,44.57541934,49.06713373,5,8560,0
M3,1776,76.55190684,2.598623462,85.89960575,4.813321038,0.327790066,54.23457834,70.83872502,29.48398666,44.33747609,60.85596431,7,9152,0
M4,1374,83.25098265,1.314163151,68.92914375,5.729063645,0.775436187,64.83897235,59.19592671,27.11162399,22.28103318,57.22171706,10,8773,0
M4,1579,66.32869784,1.645279499,82.71876744,5.351165468,0.704007301,61.99496079,58.22583495,19.35682743,46.36870158,41.63797737,7,3490,0
M2,1598,68.41883511,1.855725652,86.90407437,5.341660232,0.427373671,65.25024521,65.76309283,24.64547319,33.28985154,51.93574158,4,9553,0
M3,1552,71.96273971,1.608123239,82.9226351,4.728685022,0.6708804,61.62329118,65.10843825,23.32416513,29.04160837,50.00279996,2,8394,0
M4,1389,61.54129077,2.867468288,64.7045702,3.783419196,0.568243168,60.71495317,64.62021471,16.27733556,28.95548172,54.13226555,8,5649,0
M1,1365,66.8074214,1.571613953,83.09542657,3.878469853,0.800054922,51.36994691,74.66444597,21.54861883,44.3354161,46.27510616,2,4987,0
M1,1494,70.23779126,1.72222661,101.9329391,5.709352514,0.514901919,58.64816652,70.79047802,24.08229839,37.77425073,45.80195814,9,4434,0
M5,1734,83.74389181,2.102194516,86.72953647,5.019458256,0.705126423,59.8630784,67.11843969,24.42524534,23.18031216,46.61964642,5,5784,0
M3,1608,77.62561329,1.398925237,94.42980784,4.861487755,1.028402382,69.76553599,71.83012928,17.58884288,44.78037815,47.14035727,9,9173,0
M3,1425,76.93589911,1.802159644,76.44482045,4.576109958,0.619619831,63.43478316,60.08472959,30.75832792,25.60391869,54.07662083,9,6850,0
M5,1654,83.50897962,2.158726631,91.24850359,4.694811155,0.509865633,67.68030591,71.05278624,24.48948471,41.39821359,44.09399413,8,2335,0
M4,930,73.62628212,1.833569798,84.18901757,6.046911794,0.644489397,62.98768853,71.50602493,25.18776538,42.38498926,46.8869305,8,5083,0
M3,1729,78.9046485,1.953306571,65.73633905,4.664755918,0.426943828,56.44348387,54.96953141,27.00320819,48.85577082,41.05493805,4,7852,0
M1,1152,73.96778247,1.735333944,84.77781507,3.658935287,0.977593541,60.58562108,79.95693754,21.05961873,57.81684786,55.03558912,4,5119,0
M1,1427,77.65362349,1.242764845,65.12455005,5.743651776,0.536014208,61.18111823,61.18566295,27.28177987,26.35323674,56.3551505,2,8141,0
M2,1276,69.17241342,2.160796606,70.50679588,4.795123336,0.445413336,55.30422215,70.90309799,23.16462677,39.47526144,48.36463285,4,2677,0
M3,1241,50.61182842,2.877466536,82.83992461,5.031395866,0.332862199,58.07806312,81.64411741,20.5170723,37.23664705,48.51025318,4,775,0
M4,1732,73.65720838,2.009200815,84.4586641,6.607578306,0.719444038,58.97116503,79.25676758,27.86723747,44.33749686,52.26610951,6,2539,0
M5,1406,89.22748136,2.112632059,62.16151302,4.979439443,0.673437483,68.02809916,70.34333389,32.45836929,42.15668771,57.37241004,3,9973,0
M5,1569,84.26215402,2.346361378,95.80978657,5.289183673,0.400529126,49.59629737,66.37500997,28.62414687,36.47453757,52.04305374,2,5687,0
M4,1490,84.65397485,1.365334752,88.58009417,3.821076509,0.615290269,66.0290921,79.47511909,29.61488783,35.59097811,46.51229029,8,6045,0
M2,1595,87.36130722,2.851257329,69.42907347,4.780330548,0.198288806,55.31602383,76.74694978,22.39684697,28.83549145,41.90588714,2,9568,1
M5,1515,75.88657591,2.101164398,56.93622805,5.609526045,0.536994115,53.13960406,63.8163498,17.01190135,49.87861582,44.42436869,8,4867,0
M3,1243,76.97315707,2.81592845,77.82643131,3.444626266,0.59055127,65.89971065,62.05106353,32.45068761,44.59204182,50.36609725,7,7104,0
M2,1699,68.82348105,1.633483502,73.31084429,5.200845093,0.841465962,63.65949035,49.27644818,35.27257445,49.17768198,46.72336238,3,7828,0
M3,1401,71.83927144,2.909030961,81.69710686,5.100791073,0.345836239,66.27259351,71.54031842,32.71403387,36.89603864,50.97483853,6,6709,0
M1,1188,81.1577115,2.387577747,74.55325008,5.041287456,0.244329474,64.00350974,69.17302255,23.32107031,33.43164531,47.23537992,6,5034,0
M2,1414,87.03884437,2.276520043,49.88814709,6.037158899,0.320914408,70.29922501,81.36191375,19.22682831,29.21684933,44.70926784,10,3748,1
M5,1800,73.60553724,2.117012227,74.17479593,5.334438515,0.2326863,62.79361918,73.59055093,19.67158651,43.58917584,44.11484184,5,7231,0
M2,1670,70.49810735,1.875735691,75.41571333,6.478071898,0.767331472,59.21761312,83.34229194,16.58133716,29.60206775,57.81177255,8,1412,0
M2,1430,75.00527959,2.600265829,89.50491537,4.006410484,0.809727859,61.71463189,63.02635772,24.46310691,58.48663069,54.44493875,5,9365,0
M2,1430,81.01206749,2.070179935,69.52700488,5.135924567,0.564043316,66.21734564,81.38150331,33.02838979,26.92357419,58.65258976,7,4199,0
M2,1435,60.56145184,1.016465148,105.1801201,5.084466786,0.744258989,56.10312337,64.71083621,24.29168684,42.73660119,52.6997545,6,1754,0
M3,1915,52.03819047,1.441406769,51.32539174,3.930745506,0.526791676,56.74055709,77.77596062,26.5116145,55.66854707,47.85004296,7,6118,1
M1,1576,69.49463151,1.907077124,99.66751247,5.956295002,0.48097767,58.45519993,55.41241607,31.87798482,45.99089759,56.61670461,9,1385,0
M4,1586,62.79287574,2.154999492,76.63521544,7.324673306,0.433392476,49.47708601,72.35135299,22.97952344,41.75673712,49.83465999,3,7952,0
M2,1706,69.91859802,1.971705756,92.89377309,4.982993926,0.437921802,60.69039204,50.15312059,35.17765728,30.31516353,51.10420885,10,8826,0
M5,1547,73.52219681,2.609485395,81.19702226,5.505021088,0.190439689,50.56935648,67.32862514,34.96047204,26.18230811,49.7858781,7,7146,0
M2,1448,70.46751591,1.024449068,97.09333304,5.084518476,0.552850953,60.26529656,74.40353994,24.34444331,47.70050109,35.2654789,10,5280,0
M5,1460,89.52467534,2.071793968,74.18957053,4.28641533,0.491933218,64.32644878,64.79031449,22.11232868,55.06147241,58.02367506,3,1479,0
M3,1485,78.26744765,1.091010387,63.52069362,3.179239722,0.649072145,57.6156177,59.49562371,28.48619023,35.6115001,52.45501973,2,745,0
M5,1492,78.0047436,2.379856148,101.3075643,4.294226517,0.518704699,68.38557935,78.46118469,23.26237529,28.60938492,51.6491153,7,8315,0
M4,1645,81.22207144,1.952770643,78.29779031,3.608041619,0.46745926,52.6974955,68.9653721,19.21722391,15.41830569,49.69111969,4,5512,0
M1,1510,63.61166882,2.209804986,83.3233771,6.704102078,0.325761394,65.95630341,65.10429353,31.40619327,30.19235156,50.8171391,1,4752,0
M5,1646,85.39111787,1.56805852,98.52127871,4.884890306,0.514430647,63.37568528,70.41895921,31.08223694,38.86343158,47.01360532,6,6934,0
M5,1483,74.24235713,2.639732466,64.52067137,4.654080671,0.647647446,51.41983376,96.36669142,25.77755802,55.99123241,53.08289676,6,4551,1
M1,1515,81.70480617,2.520862332,88.93236346,5.889153825,0.271332202,73.5539715,81.5350285,18.68567623,46.73133692,43.46450828,6,6203,0
M4,1100,64.28142767,2.291772152,71.15157865,3.878248897,0.517494751,59.68127357,81.62573668,18.85236874,43.05085405,50.93034216,2,7184,0
M2,1683,59.46241234,1.935241377,78.01745967,4.233135962,0.54660859,55.61257989,74.35546319,25.53614644,35.99880339,52.80786735,1,4224,0
M5,1569,83.17889658,2.289928643,81.08418448,5.068072269,0.356387043,52.96456403,71.66485273,22.50064483,34.16834283,49.00665433,3,464,0
M1,1699,78.76409526,1.646553716,57.49667208,6.028768991,0.382428739,58.89990986,46.03917712,23.29453534,54.05647598,51.85433896,2,2755,0
M3,920,65.97948446,2.42777783,68.31744436,5.501685045,0.54612217,59.36296564,63.21019654,30.10981578,42.00738541,45.04332804,6,8700,0
M1,1917,66.30336919,2.824740447,100.2660934,5.248325143,0.273315796,60.51322764,65.19425587,28.66589659,18.97399308,45.17086615,6,7533,0
M3,1472,86.25434784,2.53530528,93.29286783,5.078117735,0.569984743,58.51101922,51.25107936,31.8907134,33.26460352,51.18358561,5,1414,1
M4,1721,63.10588107,1.635198765,79.06040634,5.400235856,0.320929125,63.16612655,58.4258421,20.04688388,31.41783968,53.39274827,10,5372,0
M2,1292,91.42672953,2.180708659,83.64685188,5.201652905,0.712570739,58.06185084,50.19163529,23.28404216,34.53735991,40.62567172,10,318,0
M1,1622,65.99379265,1.353429228,75.58636242,3.970027725,0.967565549,50.32517941,69.61676164,28.79490848,45.6291066,52.61010318,5,4803,0
M5,1289,81.38391926,2.286195156,100.3487508,5.046079222,0.32784864,59.25319252,78.18765971,27.24039171,38.92555118,47.2839925,9,5231,0
M4,1375,71.71381524,2.225301706,76.99471133,3.926311341,0.606841572,48.16261173,81.06774519,32.66190191,39.23134593,49.03596956,5,1639,0
M1,1882,81.03187431,1.06509183,83.47763138,5.081082543,0.354651619,61.76885315,74.14784462,27.10268353,53.13473161,43.30241038,10,3533,0
M5,1461,69.55885998,1.419108078,97.19045216,4.519352059,0.708190835,55.10349885,60.36603659,34.24054552,33.0353891,45.7419138,6,1702,0
M1,1543,73.37207094,1.858430552,68.33942773,7.539381623,0.246948318,60.81680177,50.67934841,27.70008901,58.64199526,54.83062663,4,2804,0
M3,1674,75.40919175,1.849570126,103.3818378,4.960105616,0.596117352,66.57037491,52.43131301,30.31083724,33.28692409,50.16431687,10,5164,0
M1,1599,64.97812544,1.395261532,57.04307885,3.595760434,0.325402207,55.25625652,57.31017423,23.38242527,40.89198197,48.08610799,1,3748,0
M1,1530,82.40824345,2.194489365,104.444632,4.865819789,0.458603082,65.30628129,61.11140302,25.07143606,37.18796405,49.41755824,4,1205,0
M1,1572,69.86786434,2.125736804,74.40986624,5.519358746,0.293794945,57.83305217,68.40251502,29.55472202,41.23419134,52.44605912,2,5836,0
M4,1980,72.71400085,1.902865434,76.35951878,6.673363946,0.664470094,68.76597401,59.85835782,33.06489085,44.44591995,52.20247248,10,5912,0
M1,1488,65.05650625,1.62210425,51.64984743,4.4105476,0.332603929,58.17423693,73.38975894,28.64618475,44.3383524,49.624865,3,2588,0
M5,1540,49.37666341,2.524353563,73.17807924,3.417572026,0.610392852,55.79753507,67.67726497,24.58414114,32.46882669,55.46479555,7,8908,0
M3,1710,73.08972237,2.827703557,64.40290203,5.816837011,0.431180394,63.43619225,70.10545712,31.88667515,28.77085323,54.85231318,7,2518,0
M3,1721,99.12615422,1.758219258,70.88530482,3.619401294,0.477105526,57.82105135,81.40250553,14.04010672,65.03171791,52.06686015,1,127,0
M1,1737,82.84604288,1.693916541,77.94033551,4.563844558,0.529551181,55.79275243,58.19768266,17.88882749,35.1601566,50.27305891,8,8307,0
M4,1627,74.8073962,2.245603833,94.36687422,4.742379514,0.347635066,57.61080075,74.18704578,28.40817112,46.99212439,53.28660548,7,8624,0
M4,1271,72.37109171,1.82098531,83.11405027,4.930366547,0.542073423,59.77696734,69.86026772,25.07054178,23.92358689,51.57133711,1,8077,0
M5,1826,75.22465893,1.9303014,84.6151498,5.689164457,0.806066913,66.71090066,66.66513719,28.02756826,37.2038728,55.30400036,8,4761,0
M1,1270,80.47119115,2.369826576,63.56720917,4.316365718,0.344381043,50.32956127,78.85256321,25.32203761,38.72800616,54.49780688,2,4649,0
M3,1560,63.19187185,1.045321956,66.78868866,4.726270748,0.734362029,60.11540329,78.79014155,27.85472847,44.7281507,44.90873049,8,4053,0
M4,1349,86.14321695,2.659151162,106.9808753,4.985729647,0.799619527,63.12451797,60.53509204,20.9279859,12.77545859,44.57018415,3,4361,1
M1,1487,82.15381315,2.036340262,68.97198448,5.149597958,0.336769002,60.96724287,68.17839416,27.85243043,41.66140613,46.49375228,10,8223,0
M4,1565,82.18185726,1.794253428,104.8431238,5.097827175,0.208989079,66.54932585,72.81211683,29.97207264,28.50258545,54.88069345,7,5073,0
M4,1564,79.38475739,1.955382923,76.35408202,5.436005775,0.56039218,59.62827335,67.26993252,31.10275302,43.24345711,42.11845502,6,8536,0
M3,1584,75.19616658,1.981214678,80.03431904,5.84383951,0.390518495,59.07724279,75.85021332,35.06777147,29.63670803,51.97378695,5,1456,0
M2,1822,81.72861236,1.134399348,96.0554774,5.392634116,0.873720644,62.96164774,72.81192018,26.22049222,31.44517304,51.81271546,10,9234,0
M5,1590,80.91814134,2.747469114,99.07838633,5.453585524,0.506961508,60.49656907,88.3256124,26.36955543,37.2637239,55.81324029,2,3567,1
M5,1451,71.45959289,2.020662816,78.3378116,3.417776833,0.339560118,58.04795631,54.69720864,17.38413768,29.4767053,50.90169345,2,7064,0
M3,1692,69.26398227,2.221501065,74.1763542,5.050227699,0.270568098,62.5807202,68.7756401,22.34294299,35.24465553,43.28395305,1,7167,0
M4,1737,76.01856295,2.475774885,79.16119327,5.479507548,0.717980992,56.73735853,60.91497488,24.03458963,28.06624231,45.2032252,9,1845,0
M1,1254,90.49020151,1.489418771,85.06936292,5.728941195,0.385763205,56.94411424,76.04107455,30.25159776,21.66829548,44.09002239,8,3979,0
M4,1619,62.60892924,2.23673595,93.3695553,4.307649226,0.50876576,57.36002989,53.8282811,21.94499438,50.17957052,47.31028017,8,3877,0
M3,1640,60.32474734,1.866179455,80.06344788,4.340960725,0.691160549,66.7653458,73.4631271,28.9817001,27.03951307,49.08549216,1,2215,0
M5,1440,76.64760841,2.423385388,89.28329447,4.425899325,0.40314833,43.89491822,63.69951569,24.99189142,38.21319112,44.17279237,5,6357,0
M4,1775,75.50887702,0.93638629,104.575396,5.5364139,0.490814234,61.97799417,62.65838134,24.11415942,47.52891081,57.35330995,6,2367,0
M5,1469,76.73341664,1.95045285,85.71964418,6.033881055,0.496686318,60.17135907,55.53501796,26.24446985,33.85055897,43.37359314,2,2367,0
M1,1525,77.43953198,1.698589672,84.67479284,4.592539893,0.636664902,51.5956477,65.34924054,23.04421814,31.748341,56.73051712,10,9788,0
M5,1465,72.76797745,2.216131475,57.21633762,5.907962314,0.618148867,61.5486339,80.8450053,22.85481376,42.26238089,55.92581516,5,7186,0
M5,1503,89.89863439,2.235022094,40.53904795,5.123479809,0.455977254,62.37875996,69.74811316,16.47607047,51.17933823,54.49151275,6,4581,1
M2,1280,58.99096022,1.646187053,85.82563594,4.875714223,0.512729812,62.94819616,76.27680418,23.76022896,28.30684735,46.53116696,9,7565,0
M2,1211,66.71502975,1.643913068,78.57763653,4.78861577,0.425644198,46.74085968,86.64641822,22.60015927,38.49852168,51.7122544,10,1029,0
M2,1818,73.9674524,1.944667316,72.27825988,5.746611365,0.204477519,66.83194706,72.63755585,22.42009505,22.67505405,43.61314433,1,7873,0
M5,1330,58.56811189,1.551678886,83.65295306,5.325577817,0.551520171,56.31131648,64.41200428,27.08436531,36.06798996,54.55453518,10,3424,0
M3,1301,73.24145596,2.420991848,79.09394406,7.275825428,0.878438352,63.43283873,74.67252215,28.29315976,40.34204685,49.63007609,3,4687,0
M5,1069,91.61470166,1.8153964,96.91670376,4.147775357,0.323256172,63.7053689,64.55703854,26.16097252,31.45375358,47.95339893,9,456,0
M3,1372,75.20886488,0.54650589,81.29166302,5.518101702,0.345394058,55.61651457,64.95577317,29.97707595,35.43008166,43.88127577,1,4410,0
M3,1235,77.30700906,1.812588972,68.79615072,4.47079899,0.325854446,63.30229976,54.801072,27.87780963,25.91773232,37.61246941,1,4164,0
M2,1828,62.39835235,1.48072809,94.85249358,4.130713013,0.644918356,58.0725338,79.26257491,23.52471905,40.77078611,44.80729571,1,5599,0
M4,1701,68.83638592,1.184362092,76.74303388,4.989132863,0.589697091,49.6431141,66.13997424,22.68571857,50.55694249,55.56399098,7,3941,0
M1,1362,71.2480362,1.381286681,87.89805026,5.137352479,0.468292462,65.83870963,71.82098246,26.56411118,29.0285613,47.98583286,5,9118,0
M2,1950,71.82284903,2.054704236,72.83883941,7.918173555,0.316396188,56.12477518,59.64038071,27.86883555,33.77328233,49.15335571,6,5433,0
M2,1696,87.81643795,2.664320414,70.25259672,4.815854184,0.518475358,55.72753269,74.3594763,31.98922154,45.02546246,53.27777179,8,6771,1
M4,1435,80.57691061,2.156592237,81.26252345,3.869821271,0.187075575,57.98467066,62.38058762,30.95586522,52.12090719,59.02834439,2,7159,0
M1,1000,63.88542043,1.696748306,80.19242965,5.273010717,0.528685313,61.36118363,68.58291278,22.29263497,25.06810188,56.62502327,2,765,0
M5,1958,77.46504778,2.227952098,87.19740553,2.925359962,0.674304877,59.71364795,78.77826031,24.4899686,38.31215263,45.13832498,3,6953,0
M5,1222,79.98221748,1.770454845,75.9703137,4.908043217,0.249760173,62.74033462,77.90759312,28.35508902,42.83130822,40.28714714,3,653,0
M2,1170,86.40149039,1.652699815,52.45460324,5.016025282,0.193496345,53.30255317,69.77969927,30.33998889,38.97943609,61.7980713,3,8619,1
M1,1704,90.80540687,1.422818666,73.50839175,5.794600383,0.815887578,56.28806815,52.31868967,29.69484734,15.23207933,61.34495806,4,7145,0
M2,1987,64.84905808,1.124085597,91.90727701,5.973622249,0.377648072,59.42001464,99.9281057,24.68061084,45.01090009,50.94226798,3,9480,0
M3,1776,66.89142489,1.805038147,75.53935881,4.496430381,0.727189569,69.48943646,87.4585897,18.72988674,55.19336351,43.64755877,2,7383,0
M2,1612,62.42422141,2.079026745,76.30424896,4.849385985,0.469200467,59.43093731,77.22674825,20.00531812,41.16661751,54.81613267,9,249,0
M2,1618,72.65980141,1.951688165,94.79564759,4.233879169,0.467609037,65.42611132,62.46796218,26.36316757,29.68893947,49.46008157,6,2953,0
M5,1670,79.66358374,1.792016536,69.32040159,3.871937445,0.58768254,60.19277584,68.86407838,26.7111279,34.86872754,49.43509438,3,2836,0
M5,1651,84.87334517,1.52712697,56.85795173,5.309894779,0.323200229,57.58170681,64.5657957,19.50660313,57.69913068,54.47229422,9,1056,0
M5,1556,74.24048976,2.304123096,77.59053321,3.726414451,0.526499429,58.76637788,82.63855939,25.22284805,49.09962541,51.67187373,4,5280,0
M3,1520,71.80152477,1.34143404,72.73739073,4.585373099,0.423702117,59.15790144,72.62502891,28.15612178,46.40026618,44.07092544,4,8707,0
M5,1487,76.51757992,2.388013957,65.5063052,4.00482604,0.235901311,63.01822869,62.15836142,19.24386671,43.56412584,48.37629032,8,2745,0
M1,1349,66.64857098,1.498891491,77.36932316,5.549683186,0.567496415,66.87305634,65.29244901,30.52498601,33.38862888,53.30576464,7,3874,0
M4,1443,95.89538722,1.623782381,87.37258471,6.801430099,0.447338439,61.79840424,81.21188143,23.11234426,37.99428819,52.55126111,7,5113,0
M1,1161,58.92338973,1.266607405,79.86067158,3.698412017,0.468595034,65.93538839,86.00097847,31.28806556,39.22077264,51.31008287,10,184,0
M1,1480,76.84740579,1.749298927,84.60471609,3.146981517,0.257967811,55.17605131,85.28331563,22.33273777,45.49574316,54.66711477,7,2035,0
M5,1302,95.23606219,2.487656229,107.2011155,4.875113115,0.818280074,57.92684746,77.57032065,19.86687259,55.08918894,48.19141506,10,9708,0
M4,1279,75.06799845,2.257814044,74.85681708,5.015697796,0.675342837,56.37848733,67.47375131,22.70931505,51.18338137,50.89334888,5,9362,0
M4,1535,73.09960965,2.489211056,84.17522952,5.218659307,0.692831177,61.57222295,37.58486175,24.52425938,25.80615644,33.1221045,7,9813,0
M4,1778,71.42554577,2.261071273,72.36179956,4.553679485,0.43891106,58.20520807,72.97160024,23.05760047,42.23994969,47.75174903,4,6849,0
M3,1683,73.19608318,1.448165086,67.3046042,4.799360701,0.154163422,63.64886469,69.98171241,23.91999289,47.36763345,53.81951454,8,1601,0
M5,1185,88.72848475,1.834605388,71.2263852,5.367510411,0.890583476,55.34499144,71.39982096,26.66982575,46.1886033,48.04802766,9,6669,0
M4,1302,52.88138089,1.609900435,72.81862143,6.040430893,0.487780498,60.21515487,70.53897347,24.14410315,33.70766237,47.66886304,3,2573,0
